month,mine_location,target_production,actual_production,equipment_available,equipment_utilization,downtime_hours,rainfall,temperature,soil_moisture,blast_count,blast_delay,mn_grade,ore_thickness,ore_depth,lithology
2023-02,MOIL-Mine-10,120913.77,88777.54,8,83.14,12.45,1.95,23.77,0.178,25,4.96,31.38,4.98,31.44,Metamorphic
2023-03,MOIL-Mine-10,116001.5,97540.27,12,84.59,17.89,19.96,30.09,0.231,27,2.49,33.18,4.98,31.27,Manganese-bearing
2023-04,MOIL-Mine-10,114242.95,90178.17,9,79.09,25.54,13.01,31.44,0.254,21,1.96,33.66,4.59,28.95,Manganese-bearing
2023-05,MOIL-Mine-10,119806.81,89371.9,10,78.36,23.56,0.42,33.11,0.138,18,4.08,33.42,4.61,27.77,Metamorphic
2023-06,MOIL-Mine-10,118459.96,75326.82,10,76.0,17.59,106.81,28.83,0.345,31,6.39,34.99,4.82,27.29,Manganese-bearing
2023-07,MOIL-Mine-10,114966.49,66969.1,10,83.67,25.22,125.54,28.47,0.368,27,7.2,33.47,4.74,36.0,Manganese-bearing
2023-08,MOIL-Mine-10,117281.43,77925.74,11,77.85,23.45,65.53,29.18,0.341,22,4.69,32.6,4.58,29.06,Metamorphic
2023-09,MOIL-Mine-10,115534.69,68501.14,9,74.77,22.51,57.1,25.67,0.37,21,4.98,32.47,5.08,28.79,Laterite
2023-10,MOIL-Mine-10,111993.46,73278.04,11,82.22,29.61,75.2,29.99,0.317,23,4.62,32.19,4.53,28.4,Banded formation
2023-11,MOIL-Mine-10,113816.59,80385.47,11,76.42,16.4,26.71,25.66,0.234,26,4.94,30.27,5.19,28.33,Banded formation
2023-12,MOIL-Mine-10,114910.71,92940.14,11,80.77,19.53,8.19,24.99,0.188,22,1.86,32.27,4.69,32.44,Banded formation
2024-01,MOIL-Mine-10,121876.6,83244.66,11,80.49,21.19,26.31,20.94,0.231,28,3.61,33.57,5.05,29.02,Laterite
2024-02,MOIL-Mine-10,120831.15,90650.04,11,81.11,14.12,53.14,23.51,0.286,29,4.95,34.05,4.98,28.77,Banded formation
2024-03,MOIL-Mine-10,119181.41,90615.33,11,83.48,12.74,18.78,31.4,0.227,25,3.27,32.49,3.81,29.25,Banded formation
2024-04,MOIL-Mine-10,115382.03,103490.51,11,89.3,9.9,9.28,29.61,0.164,24,2.45,31.05,5.5,27.74,Manganese-bearing
2024-05,MOIL-Mine-10,119923.75,78808.84,11,83.89,24.24,31.97,34.19,0.279,26,4.01,33.44,4.83,30.44,Laterite
2024-06,MOIL-Mine-10,117985.95,65803.95,13,68.26,31.31,119.6,35.44,0.443,26,7.08,32.16,5.13,30.76,Manganese-bearing
2024-07,MOIL-Mine-10,119823.9,71435.45,10,81.23,36.39,43.94,31.95,0.266,23,5.19,34.82,4.81,31.97,Laterite
2024-08,MOIL-Mine-10,118572.8,65215.04,10,73.16,18.98,173.81,32.51,0.555,26,6.92,33.3,4.98,24.16,Metamorphic
2024-09,MOIL-Mine-10,120965.96,69195.87,11,73.7,30.53,82.91,30.8,0.255,21,5.42,33.2,3.83,28.96,Metamorphic
2024-10,MOIL-Mine-10,119271.35,93222.43,11,74.09,19.03,10.61,30.52,0.159,30,2.92,32.25,4.61,23.95,Banded formation
2024-11,MOIL-Mine-10,118767.42,85362.69,11,85.24,23.57,21.14,25.6,0.199,30,4.31,33.93,4.63,29.52,Metamorphic
2024-12,MOIL-Mine-10,121639.88,99456.1,12,80.52,11.16,33.2,24.28,0.328,27,3.15,34.82,5.2,30.38,Metamorphic
2025-01,MOIL-Mine-10,121109.08,91085.93,12,83.87,22.03,5.15,22.77,0.132,20,4.08,32.66,5.49,32.99,Metamorphic
2025-02,MOIL-Mine-10,120833.86,97672.27,11,78.52,5.0,13.25,23.58,0.252,26,1.91,33.63,4.94,33.59,Metamorphic
2025-03,MOIL-Mine-10,125705.5,96751.04,11,83.55,17.15,10.35,28.22,0.153,23,3.05,34.57,5.24,27.08,Laterite
2025-04,MOIL-Mine-10,120101.19,98833.19,12,77.55,16.11,13.18,31.55,0.172,31,2.46,32.45,4.99,29.39,Manganese-bearing
2025-05,MOIL-Mine-10,121846.51,92034.57,12,89.39,19.14,36.58,31.48,0.253,24,3.3,33.13,4.79,26.96,Laterite
2025-06,MOIL-Mine-10,119893.77,65941.57,9,75.2,19.99,159.13,31.02,0.564,23,8.49,31.12,4.72,27.18,Banded formation
2025-07,MOIL-Mine-10,123342.24,89399.34,11,84.51,15.59,26.23,31.24,0.22,19,3.98,33.01,5.27,26.75,Laterite
2025-08,MOIL-Mine-10,119592.79,84630.4,10,74.23,17.59,58.96,26.72,0.301,27,4.36,33.32,4.75,29.24,Manganese-bearing
2025-09,MOIL-Mine-10,119108.99,69101.73,9,80.91,29.51,91.58,29.31,0.326,20,6.85,33.96,4.88,30.17,Manganese-bearing
2025-10,MOIL-Mine-10,121976.34,89919.86,10,77.86,16.66,8.94,30.76,0.211,26,4.15,34.52,5.64,32.38,Laterite
2025-11,MOIL-Mine-10,119169.25,105802.59,8,79.95,5.0,13.4,26.3,0.153,27,1.14,30.87,4.94,29.21,Manganese-bearing
2025-12,MOIL-Mine-10,118850.57,90508.32,10,83.49,18.77,31.93,23.31,0.302,27,3.62,33.7,4.68,31.11,Manganese-bearing
2021-01,MOIL-Mine-11,92815.78,66421.07,10,86.06,15.75,19.95,18.82,0.242,28,3.51,29.82,4.92,29.58,Laterite
2021-02,MOIL-Mine-11,93267.3,81791.32,11,80.79,15.01,18.28,26.38,0.223,21,2.71,32.95,5.63,25.54,Banded formation
2021-03,MOIL-Mine-11,89402.99,63750.58,11,78.21,22.9,40.63,27.2,0.236,22,4.46,32.24,5.16,30.7,Banded formation
2021-04,MOIL-Mine-11,89651.0,71803.67,11,78.21,15.39,32.73,33.22,0.288,20,3.89,33.58,4.62,24.62,Metamorphic
2021-05,MOIL-Mine-11,90911.64,76723.91,10,79.28,20.83,6.96,33.61,0.151,29,2.89,34.8,4.62,27.47,Manganese-bearing
2021-06,MOIL-Mine-11,91632.78,65669.04,11,77.3,19.38,81.16,37.47,0.287,28,4.87,32.78,4.31,26.9,Manganese-bearing
2021-07,MOIL-Mine-11,92717.82,82332.58,11,79.07,17.69,26.16,29.46,0.225,25,1.92,35.24,4.68,30.19,Manganese-bearing
2021-08,MOIL-Mine-11,89277.23,52003.58,12,73.0,24.69,152.68,23.5,0.445,25,6.47,34.2,4.32,30.23,Manganese-bearing
2021-09,MOIL-Mine-11,87600.91,48180.5,11,77.39,38.73,107.08,30.7,0.4,26,6.27,29.52,4.64,31.09,Manganese-bearing
2021-10,MOIL-Mine-11,90074.73,79336.79,11,86.87,18.12,6.91,26.09,0.135,27,2.68,32.8,4.36,28.81,Manganese-bearing
2021-11,MOIL-Mine-11,90854.88,72860.85,11,88.72,19.2,25.64,26.86,0.272,23,3.66,32.27,4.48,33.59,Manganese-bearing
2021-12,MOIL-Mine-11,90127.54,64937.05,10,76.41,25.39,8.36,24.43,0.183,33,4.79,32.06,4.57,23.13,Metamorphic
2022-01,MOIL-Mine-11,91225.37,76360.85,9,85.88,13.22,15.82,19.17,0.184,29,1.39,31.63,4.01,32.45,Banded formation
2022-02,MOIL-Mine-11,91641.37,71894.87,12,78.51,20.38,19.24,19.32,0.256,25,4.24,32.9,4.2,32.2,Manganese-bearing
2022-03,MOIL-Mine-11,93038.59,73724.59,9,78.85,21.17,28.74,25.8,0.218,24,3.04,33.54,4.73,31.29,Manganese-bearing
2022-04,MOIL-Mine-11,90502.58,83589.91,11,89.53,17.57,12.94,31.04,0.172,29,2.36,34.77,5.08,27.25,Manganese-bearing
2022-05,MOIL-Mine-11,88897.6,74728.3,11,82.38,22.07,12.04,35.87,0.157,28,3.14,34.69,4.62,29.85,Manganese-bearing
2022-06,MOIL-Mine-11,95801.32,52982.84,9,79.81,22.9,92.71,31.67,0.361,21,6.12,31.85,4.19,29.16,Laterite
2022-07,MOIL-Mine-11,89769.41,49373.17,12,64.96,39.05,195.26,26.3,0.62,27,11.18,30.27,4.66,26.89,Manganese-bearing
2022-08,MOIL-Mine-11,91743.54,57650.44,12,77.23,26.75,45.74,30.46,0.295,29,4.56,31.14,4.69,31.51,Laterite
2022-09,MOIL-Mine-11,93547.61,59465.97,12,76.32,16.2,95.48,26.2,0.351,29,4.26,32.32,4.13,27.79,Laterite
2022-10,MOIL-Mine-11,92914.93,79527.79,11,84.75,13.66,19.75,27.49,0.17,20,2.96,31.73,4.48,32.36,Manganese-bearing
2022-11,MOIL-Mine-11,93221.67,75398.9,12,80.29,19.94,8.03,23.44,0.181,17,3.83,32.73,5.19,31.27,Manganese-bearing
2022-12,MOIL-Mine-11,92389.28,68331.47,12,87.14,22.68,25.17,20.11,0.278,27,4.14,33.84,3.51,32.13,Metamorphic
2023-01,MOIL-Mine-11,95187.13,70460.16,11,82.1,16.07,36.82,24.48,0.199,22,5.15,32.9,4.58,30.14,Banded formation
2023-02,MOIL-Mine-11,92358.95,75230.79,11,91.39,17.15,11.25,25.21,0.168,33,4.61,32.93,4.58,32.12,Manganese-bearing
2023-03,MOIL-Mine-11,91101.22,74486.58,12,75.54,12.54,17.6,28.65,0.228,18,3.81,31.65,4.86,32.15,Manganese-bearing
2023-04,MOIL-Mine-11,94715.37,73061.1,11,77.16,20.17,12.64,26.98,0.199,25,4.43,32.97,3.74,25.9,Manganese-bearing
2023-05,MOIL-Mine-11,93399.63,64243.44,10,76.15,34.6,13.86,34.1,0.191,27,4.43,30.74,4.29,29.98,Manganese-bearing
2023-06,MOIL-Mine-11,94145.2,71418.07,9,82.83,19.47,18.78,28.46,0.218,23,4.24,33.14,4.22,31.88,Metamorphic
2023-07,MOIL-Mine-11,95634.17,67557.98,7,82.92,15.82,70.73,25.01,0.369,22,4.6,31.0,3.96,28.96,Manganese-bearing
2023-08,MOIL-Mine-11,93054.05,71118.27,13,81.13,13.01,65.84,27.29,0.333,20,3.85,32.21,4.45,34.11,Manganese-bearing
2023-09,MOIL-Mine-11,92119.08,61757.56,12,78.41,35.41,62.31,26.81,0.32,26,6.53,34.82,5.7,29.07,Manganese-bearing
2023-10,MOIL-Mine-11,93619.4,61848.87,11,87.16,27.57,41.45,30.0,0.208,25,5.22,27.54,5.16,25.99,Metamorphic
2023-11,MOIL-Mine-11,91423.94,79108.56,11,86.72,15.41,2.08,20.54,0.141,28,2.51,35.33,3.62,28.95,Metamorphic
2023-12,MOIL-Mine-11,94863.98,81613.5,10,83.09,11.48,2.66,18.93,0.217,22,3.05,31.86,5.03,26.89,Metamorphic
2024-01,MOIL-Mine-11,95460.97,69479.91,11,84.31,27.83,34.22,25.09,0.259,29,3.45,33.05,4.68,30.7,Metamorphic
2024-02,MOIL-Mine-11,95304.14,84040.88,12,80.14,16.29,6.22,22.23,0.223,22,2.22,34.87,4.63,26.45,Banded formation
2024-03,MOIL-Mine-11,97788.2,79663.48,11,87.58,16.39,6.72,27.89,0.217,28,3.12,32.92,4.66,28.16,Laterite
2024-04,MOIL-Mine-11,94080.44,70547.28,12,80.02,20.99,18.56,32.24,0.204,23,3.55,32.05,4.98,27.07,Laterite
2024-05,MOIL-Mine-11,95224.89,85371.4,9,81.93,9.91,11.01,35.02,0.206,23,1.83,34.29,4.13,34.35,Manganese-bearing
2024-06,MOIL-Mine-11,96017.28,74046.54,11,83.27,17.73,31.34,30.37,0.247,22,5.74,33.68,4.44,26.27,Manganese-bearing
2024-07,MOIL-Mine-11,96367.59,68122.04,12,86.16,21.88,113.13,29.93,0.407,31,4.34,33.24,4.42,31.44,Manganese-bearing
2024-08,MOIL-Mine-11,93824.23,51603.33,12,71.68,29.96,253.9,26.96,0.672,26,9.45,34.3,5.11,36.43,Laterite
2024-09,MOIL-Mine-11,94763.04,69615.51,13,82.75,18.81,63.2,26.93,0.291,25,3.35,33.75,4.13,29.05,Metamorphic
2024-10,MOIL-Mine-11,95686.9,70918.57,10,83.32,27.31,6.62,29.19,0.203,22,4.05,31.44,4.57,29.01,Banded formation
2024-11,MOIL-Mine-11,95690.41,88294.58,14,83.02,12.61,16.58,23.48,0.233,28,1.22,31.49,5.53,30.35,Metamorphic
2024-12,MOIL-Mine-11,93927.98,73780.62,9,80.89,22.62,39.92,20.13,0.208,26,3.45,34.13,4.76,34.26,Manganese-bearing
2025-01,MOIL-Mine-11,95003.74,73785.73,13,81.29,15.23,21.68,21.25,0.211,24,4.16,31.86,4.6,30.07,Banded formation
2025-02,MOIL-Mine-11,94701.72,86981.08,10,86.1,14.17,0.16,25.73,0.233,26,2.92,33.94,4.94,29.74,Manganese-bearing
2025-03,MOIL-Mine-11,97018.82,87573.38,11,84.54,17.16,4.37,28.66,0.171,28,2.29,33.26,4.92,27.01,Manganese-bearing
2025-04,MOIL-Mine-11,95806.53,75295.32,10,81.85,20.93,16.72,29.13,0.281,20,2.66,33.48,4.9,27.21,Laterite
2025-05,MOIL-Mine-11,95421.25,67101.32,11,82.98,17.19,25.18,34.31,0.199,30,5.56,33.81,4.57,27.67,Laterite
2025-06,MOIL-Mine-11,97939.15,76023.33,10,82.82,14.62,69.77,30.18,0.349,26,4.18,34.54,4.22,31.92,Manganese-bearing
2025-07,MOIL-Mine-11,96871.66,65031.83,12,70.02,18.37,101.04,27.18,0.36,26,4.57,33.49,4.97,29.8,Metamorphic
2025-08,MOIL-Mine-11,95170.7,71120.09,10,87.8,23.91,53.04,32.76,0.322,26,3.95,35.17,4.2,29.69,Metamorphic
2025-09,MOIL-Mine-11,95605.47,67123.19,12,83.03,14.31,85.33,31.61,0.364,18,5.22,32.97,3.84,31.25,Manganese-bearing
2025-10,MOIL-Mine-11,98549.49,72150.1,11,85.33,18.07,21.51,28.37,0.279,17,4.2,31.46,4.03,31.9,Metamorphic
2025-11,MOIL-Mine-11,94896.2,70672.1,11,76.93,16.51,19.47,27.69,0.262,29,3.17,31.28,3.99,27.39,Banded formation
2025-12,MOIL-Mine-11,100387.72,95981.6,12,81.99,10.88,17.9,23.08,0.14,35,0.75,34.5,4.83,24.39,Metamorphic
2021-01,MOIL-Mine-12,108749.28,80747.59,15,85.38,23.0,9.39,23.47,0.174,24,4.04,31.29,4.63,29.72,Manganese-bearing
2021-02,MOIL-Mine-12,109577.7,92370.31,12,73.99,14.53,9.21,24.07,0.205,27,2.39,33.9,4.84,28.12,Manganese-bearing
2021-03,MOIL-Mine-12,110795.47,71031.47,13,74.09,20.65,46.86,27.05,0.328,21,5.6,32.34,4.11,28.19,Manganese-bearing
2021-04,MOIL-Mine-12,105338.54,84222.9,13,82.9,17.17,5.78,33.17,0.19,23,2.7,30.87,4.81,30.99,Metamorphic
2021-05,MOIL-Mine-12,106901.92,84861.9,14,81.59,21.54,7.04,31.09,0.221,31,3.57,30.98,5.39,25.63,Manganese-bearing
2021-06,MOIL-Mine-12,107718.58,62523.82,13,71.81,24.88,102.55,30.06,0.399,25,5.64,31.64,4.33,32.42,Manganese-bearing
2021-07,MOIL-Mine-12,106143.58,70747.03,14,81.12,21.81,78.21,28.11,0.313,25,4.61,30.37,5.25,32.72,Manganese-bearing
2021-08,MOIL-Mine-12,108366.06,59601.33,12,74.15,31.45,78.68,25.05,0.362,21,6.66,28.67,4.87,31.36,Banded formation
2021-09,MOIL-Mine-12,114530.35,81266.88,11,85.48,21.16,49.53,30.41,0.345,22,4.52,32.14,4.85,32.12,Manganese-bearing
2021-10,MOIL-Mine-12,109228.29,94143.3,14,80.91,14.52,8.53,32.01,0.204,22,1.97,33.71,4.63,29.98,Manganese-bearing
2021-11,MOIL-Mine-12,110391.12,80230.02,12,85.08,27.43,38.72,24.44,0.285,18,3.78,32.74,5.02,31.46,Manganese-bearing
2021-12,MOIL-Mine-12,108082.49,87063.46,14,80.52,8.4,17.64,21.51,0.161,26,3.24,31.61,4.33,29.4,Manganese-bearing
2022-01,MOIL-Mine-12,107912.71,83166.58,13,80.27,15.79,8.77,20.17,0.17,24,2.01,29.88,4.63,29.01,Metamorphic
2022-02,MOIL-Mine-12,113977.6,97657.22,14,84.49,20.69,11.8,21.38,0.224,23,1.95,33.54,4.95,29.62,Manganese-bearing
2022-03,MOIL-Mine-12,112368.64,81872.22,12,81.59,14.02,9.13,28.53,0.22,23,3.71,31.0,4.56,32.55,Metamorphic
2022-04,MOIL-Mine-12,109503.06,84295.65,13,80.06,17.73,34.06,33.35,0.221,27,3.11,32.2,5.23,28.2,Manganese-bearing
2022-05,MOIL-Mine-12,109761.76,76529.74,13,78.4,16.72,20.27,32.44,0.163,23,5.03,32.61,4.05,30.56,Manganese-bearing
2022-06,MOIL-Mine-12,109921.19,75012.05,12,86.78,27.53,23.87,34.06,0.29,21,4.82,29.75,5.43,27.84,Metamorphic
2022-07,MOIL-Mine-12,110577.6,60817.68,12,77.18,20.22,114.21,28.02,0.415,20,6.72,30.73,4.96,31.71,Banded formation
2022-08,MOIL-Mine-12,110062.79,66107.55,13,79.62,17.54,67.83,29.43,0.284,28,5.3,30.15,5.28,30.96,Laterite
2022-09,MOIL-Mine-12,106507.45,70767.09,12,77.45,14.36,90.05,27.38,0.406,29,5.92,32.66,4.89,30.66,Manganese-bearing
2022-10,MOIL-Mine-12,109431.28,88673.99,12,87.69,18.21,17.26,27.84,0.265,24,3.33,32.78,4.84,29.79,Manganese-bearing
2022-11,MOIL-Mine-12,111969.13,87830.31,13,81.51,21.08,4.84,28.06,0.139,26,2.2,32.61,4.23,30.22,Banded formation
2022-12,MOIL-Mine-12,108463.15,82496.69,11,91.83,27.72,15.1,23.23,0.21,19,3.89,31.66,4.5,31.96,Manganese-bearing
2023-01,MOIL-Mine-12,112068.89,97624.49,13,79.24,5.83,7.3,23.99,0.21,25,2.26,31.27,4.55,26.8,Manganese-bearing
2023-02,MOIL-Mine-12,113166.04,76055.86,15,76.38,20.38,63.44,25.08,0.298,30,4.34,29.24,4.05,30.38,Manganese-bearing
2023-03,MOIL-Mine-12,107220.28,90371.08,10,85.41,11.74,16.37,27.77,0.185,22,2.06,32.43,4.66,32.58,Manganese-bearing
2023-04,MOIL-Mine-12,109509.86,78191.37,14,73.59,31.48,1.6,30.65,0.17,27,4.31,32.9,5.46,30.5,Manganese-bearing
2023-05,MOIL-Mine-12,110594.89,83653.74,14,90.98,28.88,7.85,31.2,0.187,24,2.38,31.93,4.37,30.38,Banded formation
2023-06,MOIL-Mine-12,115504.68,63527.58,14,79.05,31.87,151.87,30.75,0.506,25,8.0,31.08,4.86,30.24,Manganese-bearing
2023-07,MOIL-Mine-12,112667.32,67218.47,12,73.1,30.24,83.12,29.52,0.288,26,5.87,32.98,5.36,27.08,Metamorphic
2023-08,MOIL-Mine-12,116546.15,66408.91,11,69.98,28.34,97.64,30.74,0.377,21,5.49,34.21,4.76,33.36,Manganese-bearing
2023-09,MOIL-Mine-12,115586.7,76706.56,11,82.71,24.26,55.38,31.16,0.291,30,3.49,29.97,4.8,33.9,Manganese-bearing
2023-10,MOIL-Mine-12,115749.07,83581.01,11,79.28,23.04,9.66,31.85,0.196,24,3.34,31.67,4.99,29.94,Metamorphic
2023-11,MOIL-Mine-12,114941.74,94422.14,14,91.22,20.73,18.69,28.88,0.204,31,3.84,33.19,5.52,29.81,Manganese-bearing
2023-12,MOIL-Mine-12,111918.69,80008.41,14,78.94,13.49,9.2,15.48,0.186,24,3.9,32.78,4.71,32.49,Laterite
2024-01,MOIL-Mine-12,118080.78,80194.02,13,77.5,18.0,13.2,26.84,0.204,29,3.55,30.91,4.63,29.44,Laterite
2024-02,MOIL-Mine-12,113732.88,100050.74,14,84.78,6.62,9.14,28.3,0.219,21,2.57,32.96,4.89,34.16,Manganese-bearing
2024-03,MOIL-Mine-12,114603.97,83909.68,13,88.0,17.7,13.99,25.75,0.13,30,2.36,28.44,5.18,26.07,Laterite
2024-04,MOIL-Mine-12,111833.92,95190.26,13,88.37,23.54,21.58,33.6,0.277,30,3.02,33.26,5.01,25.95,Manganese-bearing
2024-05,MOIL-Mine-12,110160.64,75987.35,13,88.96,29.54,21.07,29.23,0.215,21,3.88,31.15,4.58,33.08,Banded formation
2024-06,MOIL-Mine-12,115043.6,77429.18,12,78.41,11.62,38.84,29.35,0.259,25,4.48,32.15,4.4,34.69,Metamorphic
2024-07,MOIL-Mine-12,119021.0,84867.09,14,84.33,10.17,77.2,26.58,0.329,21,4.1,32.47,4.72,35.68,Manganese-bearing
2024-08,MOIL-Mine-12,115742.66,71416.92,12,78.08,32.4,86.5,33.86,0.326,26,6.04,34.92,5.58,30.25,Manganese-bearing
2024-09,MOIL-Mine-12,115521.55,78396.45,14,82.84,28.13,35.4,29.55,0.155,25,3.92,30.44,5.17,32.18,Metamorphic
2024-10,MOIL-Mine-12,116586.46,88382.66,12,79.93,20.77,13.64,30.39,0.201,23,3.63,33.06,3.67,29.5,Manganese-bearing
2024-11,MOIL-Mine-12,115432.33,87027.16,13,86.86,18.2,8.83,24.33,0.205,21,3.8,30.17,4.98,30.32,Metamorphic
2024-12,MOIL-Mine-12,115865.12,81351.49,10,79.66,19.14,29.33,17.74,0.279,22,5.19,32.89,4.95,31.93,Manganese-bearing
2025-01,MOIL-Mine-12,117594.17,82513.6,12,89.38,24.25,24.55,18.09,0.261,18,5.03,30.44,4.69,32.16,Manganese-bearing
2025-02,MOIL-Mine-12,119228.66,91626.88,12,81.38,22.7,7.2,24.0,0.194,33,3.51,32.8,4.87,32.7,Manganese-bearing
2025-03,MOIL-Mine-12,118643.31,83313.88,14,87.06,30.7,8.95,25.22,0.195,30,4.56,32.35,4.94,33.33,Banded formation
2025-04,MOIL-Mine-12,113865.38,89111.05,14,86.04,17.89,9.65,31.87,0.206,24,3.51,32.6,4.27,33.45,Manganese-bearing
2025-05,MOIL-Mine-12,120321.72,101131.5,11,86.9,14.65,10.15,33.04,0.219,25,2.36,33.1,4.9,26.57,Banded formation
2025-06,MOIL-Mine-12,110401.54,66899.37,13,81.86,20.55,64.7,30.24,0.249,17,4.89,29.07,5.11,27.69,Laterite
2025-07,MOIL-Mine-12,116600.28,77307.1,12,77.24,22.56,49.6,26.78,0.257,29,4.39,34.67,4.17,33.15,Metamorphic
2025-08,MOIL-Mine-12,118828.74,65355.81,13,65.44,35.32,161.2,27.7,0.522,26,8.09,32.07,4.82,33.1,Laterite
2025-09,MOIL-Mine-12,110826.27,60954.45,12,72.33,30.47,141.89,29.07,0.498,31,6.94,30.94,4.77,28.59,Metamorphic
2025-10,MOIL-Mine-12,117251.72,89241.06,13,88.76,25.88,23.02,26.38,0.246,27,3.85,32.65,5.1,29.53,Manganese-bearing
2025-11,MOIL-Mine-12,114167.17,87609.82,12,79.34,18.63,5.74,24.29,0.302,26,2.82,30.22,4.7,27.47,Manganese-bearing
2025-12,MOIL-Mine-12,116608.75,95240.11,12,82.25,16.33,12.26,22.63,0.162,27,3.42,35.19,4.94,31.18,Manganese-bearing
2021-01,MOIL-Mine-13,87478.38,64461.0,11,81.28,18.75,23.35,22.01,0.259,26,3.61,31.06,4.81,34.21,Banded formation
2021-02,MOIL-Mine-13,86241.71,59068.24,11,85.36,24.58,19.33,22.38,0.274,18,3.96,27.74,4.53,28.79,Manganese-bearing
2021-03,MOIL-Mine-13,86699.19,72027.68,10,77.93,11.77,20.27,27.01,0.173,20,1.59,31.4,5.03,31.93,Manganese-bearing
2021-04,MOIL-Mine-13,85428.9,61085.97,8,92.64,25.18,12.68,29.52,0.191,26,3.47,31.65,4.48,27.97,Metamorphic
2021-05,MOIL-Mine-13,88606.3,59638.58,11,75.73,13.65,43.93,27.32,0.236,28,2.73,32.31,3.99,30.36,Laterite
2021-06,MOIL-Mine-13,87812.08,60125.03,11,78.29,13.95,119.08,32.8,0.364,23,4.04,33.95,5.04,29.01,Manganese-bearing
2021-07,MOIL-Mine-13,86029.26,60498.0,10,76.24,20.0,43.15,24.62,0.299,19,3.13,30.62,4.59,33.3,Manganese-bearing
2021-08,MOIL-Mine-13,84492.52,60078.64,11,82.08,13.88,57.73,25.53,0.269,24,2.77,31.37,3.86,31.68,Metamorphic
2021-09,MOIL-Mine-13,84660.04,52322.91,10,73.56,15.82,137.34,27.83,0.457,24,5.35,33.4,4.61,31.8,Manganese-bearing
2021-10,MOIL-Mine-13,84711.27,65440.18,10,80.15,19.84,2.36,26.78,0.163,24,3.46,33.41,4.37,29.84,Manganese-bearing
2021-11,MOIL-Mine-13,86680.82,56942.5,10,87.03,21.78,28.54,22.48,0.291,24,4.76,29.28,4.56,33.19,Metamorphic
2021-12,MOIL-Mine-13,84731.4,64842.97,9,87.26,13.37,4.49,21.82,0.162,25,3.28,31.33,4.35,30.64,Banded formation
2022-01,MOIL-Mine-13,85086.93,54111.34,10,82.63,24.37,34.91,24.51,0.231,28,4.55,32.97,4.08,31.24,Laterite
2022-02,MOIL-Mine-13,86793.89,64725.67,11,80.65,25.27,17.12,24.41,0.256,25,3.08,33.35,3.88,28.22,Metamorphic
2022-03,MOIL-Mine-13,87539.81,62957.61,10,84.89,20.16,26.69,28.27,0.164,18,4.33,29.54,4.99,30.12,Manganese-bearing
2022-04,MOIL-Mine-13,86639.16,63770.52,11,83.09,22.35,6.09,33.5,0.158,28,3.71,31.53,4.36,25.83,Banded formation
2022-05,MOIL-Mine-13,87185.06,63884.67,10,81.64,23.33,11.36,33.59,0.158,27,3.44,34.13,4.91,29.33,Metamorphic
2022-06,MOIL-Mine-13,85841.21,47212.67,12,67.24,27.13,99.99,27.05,0.35,27,6.3,32.25,4.05,29.15,Banded formation
2022-07,MOIL-Mine-13,87363.75,54397.39,10,78.76,31.84,49.74,28.31,0.3,24,5.78,33.34,4.85,28.29,Metamorphic
2022-08,MOIL-Mine-13,85261.4,46893.77,8,74.01,27.96,159.74,26.27,0.494,18,8.21,31.38,5.31,30.92,Metamorphic
2022-09,MOIL-Mine-13,85037.31,51343.61,9,73.18,19.69,90.54,29.25,0.4,25,5.41,30.71,3.81,24.88,Manganese-bearing
2022-10,MOIL-Mine-13,88133.66,68374.23,10,78.79,10.62,18.95,27.83,0.242,29,4.51,32.28,5.01,30.46,Manganese-bearing
2022-11,MOIL-Mine-13,89863.51,60536.91,12,83.39,21.7,20.52,26.12,0.2,21,4.41,29.89,4.39,28.45,Banded formation
2022-12,MOIL-Mine-13,88709.45,65545.87,11,90.93,24.55,37.03,19.53,0.225,26,3.31,31.95,4.53,30.03,Manganese-bearing
2023-01,MOIL-Mine-13,89546.03,69352.09,10,79.25,13.29,19.07,25.52,0.251,18,2.6,28.87,4.63,23.69,Banded formation
2023-02,MOIL-Mine-13,91412.08,66751.35,9,73.87,22.44,11.93,26.04,0.179,26,2.04,31.28,4.4,32.46,Manganese-bearing
2023-03,MOIL-Mine-13,89728.43,62667.64,11,85.83,28.03,21.74,28.18,0.251,31,5.11,31.77,4.9,28.84,Manganese-bearing
2023-04,MOIL-Mine-13,90108.35,65070.12,9,85.24,19.04,31.96,30.98,0.289,33,3.9,31.85,4.3,33.48,Manganese-bearing
2023-05,MOIL-Mine-13,90746.39,67029.39,11,83.56,24.41,10.68,33.0,0.22,28,3.8,31.99,4.74,32.78,Banded formation
2023-06,MOIL-Mine-13,88145.17,59284.89,11,75.0,9.62,71.44,36.48,0.313,27,3.75,29.86,4.64,30.28,Metamorphic
2023-07,MOIL-Mine-13,89529.78,52650.57,10,72.34,21.11,66.64,28.12,0.349,35,4.88,29.97,4.58,32.36,Banded formation
2023-08,MOIL-Mine-13,87307.8,59721.78,11,83.63,25.54,53.04,23.57,0.26,22,4.12,31.93,4.42,30.87,Manganese-bearing
2023-09,MOIL-Mine-13,88584.47,65217.86,9,79.25,18.28,17.19,27.69,0.182,25,3.55,31.8,4.59,33.83,Manganese-bearing
2023-10,MOIL-Mine-13,89364.34,61122.65,9,81.61,24.26,28.58,30.19,0.237,24,3.24,29.95,4.36,30.6,Banded formation
