elevation_m,slope_deg,ndvi,lst_celsius,rainfall_annual_mm,soil_moisture,clay_iron_ratio,ferrous_iron_index,latitude,longitude,dist_to_fault_km,standardized_lithology,mn_present,country
416.41,6.29,0.204,33.35,1004.5,0.232,2.31,2.39,28.141634,110.926477,5.75,Alluvium_Unconsolidated,0,China
322.39,7.56,0.495,35.95,1104.9,0.257,3.19,1.64,28.45617,109.863057,5.67,Alluvium_Unconsolidated,0,China
379.87,7.67,0.366,36.2,878.8,0.212,2.28,1.76,26.400046,112.392508,3.64,Alluvium_Unconsolidated,0,China
417.64,3.09,0.243,29.48,1091.3,0.322,1.61,2.2,26.782498,111.980835,5.05,Alluvium_Unconsolidated,0,China
422.93,8.0,0.5,37.0,910.8,0.316,3.15,1.33,25.291208,110.746406,4.59,Alluvium_Unconsolidated,0,China
437.52,3.45,0.237,29.72,887.4,0.205,3.09,2.06,25.532471,110.272143,2.11,Alluvium_Unconsolidated,1,China
364.41,6.17,0.328,33.13,1008.6,0.297,2.48,1.91,27.631384,110.933422,1.46,Alluvium_Unconsolidated,1,China
307.01,6.84,0.36,34.4,985.2,0.357,1.96,2.41,26.06841,112.160207,5.79,Alluvium_Unconsolidated,0,China
444.4,7.42,0.445,35.63,1228.7,0.243,2.42,1.34,26.634714,109.277084,0.98,Alluvium_Unconsolidated,0,China
437.85,3.48,0.218,29.74,1082.0,0.27,3.17,2.04,28.068368,111.996651,5.8,Alluvium_Unconsolidated,0,China
388.64,7.68,0.377,36.24,1154.7,0.295,3.0,1.54,28.920976,109.092157,5.17,Alluvium_Unconsolidated,0,China
329.39,5.28,0.491,31.7,850.5,0.262,2.72,1.79,28.466512,110.503511,5.17,Alluvium_Unconsolidated,0,China
426.66,4.11,0.496,30.29,897.4,0.36,2.33,2.24,27.826569,110.245035,3.95,Alluvium_Unconsolidated,0,China
449.03,3.65,0.215,29.88,1170.4,0.243,2.85,1.33,29.328315,111.83477,1.01,Alluvium_Unconsolidated,1,China
412.31,3.78,0.468,29.99,851.5,0.345,1.99,2.26,27.736046,110.438136,1.34,Alluvium_Unconsolidated,1,China
426.12,4.0,0.466,30.18,1177.1,0.234,3.17,2.37,26.615644,111.820544,1.05,Alluvium_Unconsolidated,1,China
429.71,1.8,0.255,29.02,1237.3,0.317,1.86,1.31,26.772523,109.551655,5.75,Alluvium_Unconsolidated,0,China
407.33,6.73,0.486,34.18,958.2,0.359,2.3,1.43,27.846288,112.938389,5.74,Alluvium_Unconsolidated,1,China
369.3,5.04,0.381,31.38,1042.1,0.267,2.12,2.22,25.781747,110.989771,5.51,Alluvium_Unconsolidated,0,China
418.59,3.21,0.201,29.55,884.0,0.238,3.15,2.32,28.129772,112.771094,4.56,Alluvium_Unconsolidated,0,China
373.0,5.99,0.396,32.82,936.1,0.207,3.16,2.2,26.420592,112.895456,5.8,Alluvium_Unconsolidated,0,China
448.87,7.44,0.432,35.67,1240.2,0.349,3.06,2.32,27.902255,111.421754,2.49,Alluvium_Unconsolidated,0,China
434.35,2.01,0.273,29.05,861.0,0.3,2.54,1.81,28.014142,110.368141,1.9,Alluvium_Unconsolidated,0,China
390.0,6.85,0.29,34.42,1239.1,0.357,2.92,1.33,25.091228,109.321479,3.95,Alluvium_Unconsolidated,0,China
425.96,5.09,0.5,31.44,1197.7,0.358,2.86,1.57,27.796674,111.773134,5.8,Alluvium_Unconsolidated,1,China
440.66,7.96,0.41,36.91,897.9,0.257,1.88,2.0,26.66209,110.714835,4.67,Alluvium_Unconsolidated,0,China
422.58,3.16,0.231,29.52,883.4,0.216,2.84,2.1,28.182182,112.769304,5.79,Alluvium_Unconsolidated,1,China
363.0,4.69,0.282,30.93,1190.3,0.356,3.2,2.13,25.085626,111.791045,5.47,Alluvium_Unconsolidated,0,China
445.26,3.55,0.426,29.8,888.8,0.251,3.17,1.5,26.650036,110.268143,4.21,Alluvium_Unconsolidated,0,China
377.2,4.35,0.344,30.54,1060.4,0.2,3.05,2.49,28.270294,111.020219,5.38,Alluvium_Unconsolidated,0,China
335.57,6.96,0.495,34.64,1119.5,0.282,1.7,1.32,27.149207,109.026914,5.09,Alluvium_Unconsolidated,0,China
318.1,4.21,0.387,30.39,1181.2,0.315,3.14,2.28,28.563803,111.241478,5.78,Alluvium_Unconsolidated,0,China
323.05,6.88,0.428,34.49,983.4,0.3,3.15,2.0,28.534149,112.163314,4.52,Alluvium_Unconsolidated,0,China
459.92,3.68,0.248,29.9,890.7,0.289,2.07,1.41,28.034527,110.262804,3.31,Alluvium_Unconsolidated,0,China
402.85,1.69,0.266,29.01,1236.4,0.227,2.03,2.37,25.701593,109.555685,5.72,Alluvium_Unconsolidated,0,China
381.66,7.44,0.361,35.69,1111.4,0.301,2.79,2.4,28.910305,109.851668,4.8,Alluvium_Unconsolidated,0,China
375.19,7.11,0.373,34.97,972.8,0.36,1.79,2.27,25.147909,112.965295,5.24,Alluvium_Unconsolidated,0,China
309.61,4.38,0.359,30.57,1059.7,0.357,3.02,2.17,26.069003,111.019048,3.0,Alluvium_Unconsolidated,0,China
304.61,5.99,0.331,32.82,1164.0,0.202,2.24,2.5,27.344779,109.753631,2.07,Alluvium_Unconsolidated,1,China
338.92,7.84,0.265,36.61,1247.2,0.353,1.67,1.31,25.072643,111.471176,5.77,Alluvium_Unconsolidated,0,China
406.69,3.84,0.493,30.03,1174.0,0.355,1.73,2.26,27.772642,111.225779,5.27,Alluvium_Unconsolidated,0,China
375.06,2.13,0.299,29.07,1112.9,0.229,1.64,1.33,26.354459,111.109627,5.8,Alluvium_Unconsolidated,0,China
392.0,7.73,0.326,36.34,881.3,0.359,1.84,1.72,25.116443,110.668231,3.61,Alluvium_Unconsolidated,0,China
422.74,7.86,0.215,36.67,1247.6,0.268,1.68,2.11,28.071686,111.577811,3.68,Alluvium_Unconsolidated,0,China
369.67,2.18,0.404,29.09,1111.9,0.203,1.91,2.26,28.311415,111.945261,5.8,Alluvium_Unconsolidated,0,China
389.91,4.06,0.378,30.24,1067.9,0.359,1.71,2.47,25.15183,112.020289,5.16,Alluvium_Unconsolidated,0,China
360.55,7.77,0.498,36.45,1246.1,0.235,3.13,1.86,28.413179,111.460468,5.74,Alluvium_Unconsolidated,0,China
359.67,4.49,0.454,30.69,1056.8,0.211,2.43,2.41,28.350583,111.014348,4.51,Alluvium_Unconsolidated,0,China
373.07,5.81,0.257,32.52,1019.8,0.268,2.85,2.45,27.579518,112.100621,5.8,Alluvium_Unconsolidated,1,China
375.99,7.48,0.322,35.77,957.0,0.222,2.44,1.82,26.370533,110.84167,4.55,Alluvium_Unconsolidated,0,China
433.54,1.59,0.428,29.0,864.4,0.261,2.4,2.47,25.39217,110.35203,5.8,Alluvium_Unconsolidated,0,China
379.84,5.28,0.385,31.71,919.3,0.268,2.16,1.42,25.784869,110.193138,2.8,Alluvium_Unconsolidated,0,China
326.64,7.21,0.223,35.17,970.0,0.322,3.05,1.32,26.176798,110.86569,2.62,Alluvium_Unconsolidated,0,China
315.59,7.94,0.326,36.86,1069.6,0.334,1.97,1.33,28.604799,109.923042,5.78,Alluvium_Unconsolidated,1,China
446.99,2.15,0.272,29.08,860.0,0.212,3.2,2.44,25.501529,110.373577,2.21,Alluvium_Unconsolidated,0,China
357.99,6.1,0.334,33.0,853.9,0.219,1.82,2.26,26.378772,112.508161,1.95,Alluvium_Unconsolidated,0,China
399.26,1.57,0.277,29.0,1128.0,0.23,1.93,2.29,25.709928,111.916598,0.84,Alluvium_Unconsolidated,0,China
323.52,3.82,0.39,30.02,1173.7,0.314,3.09,2.24,28.561246,111.225263,5.61,Alluvium_Unconsolidated,0,China
391.87,5.64,0.264,32.25,1172.6,0.319,2.42,1.83,29.470092,109.73588,0.95,Alluvium_Unconsolidated,1,China
403.59,2.55,0.457,29.21,1103.6,0.261,1.64,2.14,28.982305,111.09346,0.83,Alluvium_Unconsolidated,1,China
315.16,7.99,0.476,36.98,913.8,0.274,2.89,2.49,28.488869,112.299772,5.79,Alluvium_Unconsolidated,0,China
375.93,5.42,0.32,31.92,850.9,0.201,3.2,1.3,28.254533,112.542622,2.93,Alluvium_Unconsolidated,0,China
307.76,3.84,0.243,30.04,851.4,0.332,2.07,2.21,26.154391,110.44056,5.65,Alluvium_Unconsolidated,0,China
452.68,5.44,0.356,31.94,1030.8,0.203,2.4,2.21,29.21263,112.082154,4.32,Alluvium_Unconsolidated,1,China
412.85,5.26,0.227,31.68,1035.9,0.301,2.3,1.3,29.434608,110.979447,3.76,Alluvium_Unconsolidated,0,China
406.78,5.01,0.45,31.33,913.6,0.201,1.78,1.32,26.462275,110.205824,2.99,Alluvium_Unconsolidated,0,China
376.24,4.58,0.395,30.8,1249.9,0.202,2.86,1.31,28.305143,109.439625,5.8,Alluvium_Unconsolidated,0,China
354.43,7.43,0.239,35.65,959.8,0.347,2.28,2.48,25.049397,110.846931,5.71,Alluvium_Unconsolidated,0,China
439.07,5.32,0.221,31.76,1034.3,0.272,1.93,1.93,28.064353,110.976807,4.31,Alluvium_Unconsolidated,0,China
341.06,1.51,0.482,29.0,1234.7,0.352,2.84,1.35,25.967008,109.563468,4.5,Alluvium_Unconsolidated,0,China
416.19,1.98,0.232,29.04,861.3,0.279,2.65,2.37,28.051252,112.686325,5.41,Alluvium_Unconsolidated,0,China
424.34,5.59,0.494,32.17,926.2,0.301,1.79,2.49,25.318461,110.178239,5.58,Alluvium_Unconsolidated,0,China
404.08,2.67,0.442,29.26,856.6,0.336,2.48,2.3,27.712399,110.393772,4.74,Alluvium_Unconsolidated,0,China
324.23,4.05,0.461,30.23,1068.0,0.23,2.82,1.6,27.248442,111.032905,5.78,Alluvium_Unconsolidated,0,China
326.66,3.43,0.469,29.71,1083.1,0.234,2.74,1.49,27.240702,111.058291,5.66,Alluvium_Unconsolidated,0,China
415.17,3.24,0.453,29.58,1162.3,0.349,2.11,1.76,25.208477,111.851379,5.53,Alluvium_Unconsolidated,0,China
363.24,7.33,0.432,35.44,1238.4,0.206,3.2,1.31,28.332117,111.640842,5.33,Alluvium_Unconsolidated,1,China
323.03,7.26,0.486,35.28,1237.1,0.351,1.6,1.34,25.961977,111.646894,5.2,Alluvium_Unconsolidated,0,China
443.67,8.0,0.244,36.99,1249.9,0.206,1.6,2.5,25.525673,111.518926,3.04,Alluvium_Unconsolidated,0,China
430.36,7.74,0.352,36.38,941.5,0.204,1.63,2.5,29.215728,112.241277,4.11,Alluvium_Unconsolidated,0,China
422.27,6.91,0.2,34.54,1230.9,0.35,2.89,2.21,26.856708,111.379587,4.18,Alluvium_Unconsolidated,0,China
326.93,5.65,0.217,32.25,927.5,0.208,2.98,2.25,27.441323,112.877555,5.05,Alluvium_Unconsolidated,0,China
381.63,5.66,0.365,32.28,1248.4,0.261,2.41,1.54,25.771083,109.389395,4.28,Alluvium_Unconsolidated,0,China
324.0,6.19,0.242,33.16,854.4,0.331,1.63,1.84,26.15517,110.549686,4.08,Alluvium_Unconsolidated,0,China
426.49,7.12,0.311,34.99,865.1,0.21,1.67,1.43,29.242846,110.609714,4.79,Alluvium_Unconsolidated,0,China
310.35,7.71,0.236,36.31,1156.4,0.203,3.19,1.83,27.418205,109.095553,3.4,Alluvium_Unconsolidated,1,China
386.49,3.78,0.278,29.98,1248.5,0.205,3.17,1.42,28.224321,109.473425,4.06,Alluvium_Unconsolidated,0,China
445.39,4.02,0.225,30.2,1068.8,0.237,3.01,1.73,29.315927,111.03426,5.58,Alluvium_Unconsolidated,1,China
363.56,7.95,0.307,36.88,1177.9,0.358,1.95,1.87,25.103718,109.139855,4.49,Alluvium_Unconsolidated,0,China
336.96,2.12,0.445,29.07,1239.8,0.292,2.1,1.75,28.520273,109.539276,3.09,Alluvium_Unconsolidated,0,China
361.11,5.94,0.433,32.74,1213.5,0.32,2.64,2.19,27.076605,111.322023,5.39,Alluvium_Unconsolidated,1,China
361.33,7.67,0.271,36.22,1244.3,0.354,1.63,1.3,25.076994,111.447029,5.79,Alluvium_Unconsolidated,0,China
325.47,5.63,0.228,32.23,1025.3,0.357,2.4,1.3,28.683151,112.091349,4.34,Alluvium_Unconsolidated,0,China
368.34,2.35,0.435,29.14,873.7,0.288,1.77,2.01,25.820926,112.737601,2.94,Alluvium_Unconsolidated,0,China
356.13,7.94,0.466,36.86,895.2,0.306,1.66,1.97,27.105747,112.345139,1.21,Alluvium_Unconsolidated,0,China
364.23,2.76,0.297,29.3,1098.8,0.285,3.17,1.97,27.609948,111.968013,4.14,Alluvium_Unconsolidated,0,China
430.41,7.51,0.495,35.83,1144.4,0.214,2.76,2.33,29.085778,109.072353,1.77,Alluvium_Unconsolidated,0,China
366.51,7.57,0.312,35.97,1104.2,0.359,1.71,2.47,25.106874,109.864217,5.62,Alluvium_Unconsolidated,0,China
332.61,5.16,0.264,31.54,1038.8,0.201,1.83,2.38,27.393028,110.984322,1.83,Alluvium_Unconsolidated,0,China
409.94,3.67,0.448,29.89,890.6,0.201,3.03,2.5,26.460281,112.789879,5.32,Alluvium_Unconsolidated,0,China
408.55,7.99,0.263,36.97,915.0,0.319,3.16,1.93,29.469132,110.755877,4.35,Alluvium_Unconsolidated,0,China
432.67,5.63,0.209,32.24,851.5,0.341,2.32,1.7,26.826754,112.53234,4.75,Alluvium_Unconsolidated,0,China
432.14,1.72,0.205,29.01,1131.3,0.254,2.09,1.96,29.348852,111.142412,2.23,Alluvium_Unconsolidated,0,China
312.8,4.49,0.202,30.7,903.9,0.301,1.61,1.52,26.217572,112.824324,4.94,Alluvium_Unconsolidated,0,China
435.73,4.87,0.475,31.15,1250.0,0.229,3.01,1.46,26.605433,109.426669,5.24,Alluvium_Unconsolidated,1,China
420.75,2.02,0.226,29.05,861.0,0.33,1.72,1.3,26.800652,112.684677,5.25,Alluvium_Unconsolidated,0,China
397.2,3.23,0.426,29.56,853.6,0.203,2.0,2.37,26.442745,112.637441,3.85,Alluvium_Unconsolidated,0,China
420.27,4.16,0.202,30.34,850.6,0.252,3.15,1.7,28.101504,110.45385,4.22,Alluvium_Unconsolidated,0,China
373.17,5.05,0.314,31.38,1185.6,0.291,2.71,1.4,27.621487,109.707307,2.23,Alluvium_Unconsolidated,0,China
433.89,2.65,0.265,29.25,856.7,0.296,2.75,1.87,28.020475,110.392942,3.47,Alluvium_Unconsolidated,0,China
427.7,7.27,0.5,35.3,967.3,0.317,3.03,2.45,25.288153,112.192221,2.92,Alluvium_Unconsolidated,0,China
434.44,7.43,0.404,35.66,1240.1,0.342,2.58,2.47,27.923019,111.63186,5.2,Alluvium_Unconsolidated,0,China
420.39,6.11,0.221,33.03,1216.6,0.239,3.2,1.53,29.320164,111.721945,5.47,Alluvium_Unconsolidated,0,China
424.16,7.1,0.205,34.93,972.0,0.232,2.03,2.48,28.142146,112.963877,1.67,Alluvium_Unconsolidated,1,China
360.71,7.3,0.286,35.36,1237.7,0.327,3.2,2.31,28.858365,111.643988,3.24,Alluvium_Unconsolidated,0,China
324.33,3.11,0.285,29.49,882.7,0.2,1.63,1.32,27.376308,110.285929,4.19,Alluvium_Unconsolidated,0,China
410.17,2.46,0.481,29.17,1105.6,0.247,2.15,2.49,29.008706,111.956196,2.73,Alluvium_Unconsolidated,1,China
437.49,7.6,0.288,36.04,876.5,0.215,2.37,2.43,29.259694,112.400295,5.8,Alluvium_Unconsolidated,0,China
404.15,6.76,0.221,34.24,959.2,0.22,1.92,2.5,28.170572,112.940314,0.87,Alluvium_Unconsolidated,0,China
308.38,2.22,0.47,29.1,872.2,0.234,2.11,2.49,27.239324,112.732308,2.4,Alluvium_Unconsolidated,0,China
426.51,6.89,0.378,34.5,1238.5,0.242,1.6,2.5,25.428428,109.318727,5.47,Alluvium_Unconsolidated,0,China
389.22,6.48,0.474,33.7,856.8,0.342,2.22,1.32,25.230426,110.566695,5.61,Alluvium_Unconsolidated,0,China
407.88,7.92,0.226,36.81,925.9,0.213,2.71,2.36,25.663879,110.779785,3.2,Alluvium_Unconsolidated,1,China
388.52,6.78,0.351,34.27,1112.5,0.344,2.86,1.72,27.018393,109.0145,0.91,Alluvium_Unconsolidated,1,China
395.43,6.89,0.434,34.5,983.3,0.202,1.64,2.03,26.448585,110.889546,4.39,Alluvium_Unconsolidated,0,China
432.84,6.1,0.206,33.01,853.9,0.283,2.85,2.5,29.402502,112.507981,5.8,Alluvium_Unconsolidated,1,China
427.99,7.99,0.202,36.98,1196.4,0.253,1.67,1.3,28.099227,109.182398,4.82,Alluvium_Unconsolidated,0,China
410.67,2.06,0.202,29.06,1114.4,0.347,1.6,2.43,26.846002,111.112309,2.91,Alluvium_Unconsolidated,0,China
414.65,6.14,0.461,33.08,1217.1,0.355,2.37,2.16,27.876728,111.332541,5.79,Alluvium_Unconsolidated,1,China
369.41,3.92,0.389,30.11,894.3,0.201,2.74,1.9,28.300807,110.25321,1.94,Alluvium_Unconsolidated,0,China
443.52,7.93,0.403,36.83,1175.1,0.251,2.48,2.29,25.410679,109.133738,4.75,Alluvium_Unconsolidated,0,China
373.33,3.66,0.324,29.89,1170.6,0.314,2.11,2.5,28.885138,111.834351,2.4,Alluvium_Unconsolidated,1,China
337.1,4.41,0.458,30.6,902.3,0.285,2.85,1.35,28.50839,112.820496,4.18,Alluvium_Unconsolidated,0,China
431.71,4.13,0.361,30.31,1066.1,0.33,1.6,1.35,27.952913,111.029735,2.58,Alluvium_Unconsolidated,1,China
415.1,8.0,0.251,37.0,911.1,0.221,2.67,1.32,25.688679,112.306075,2.87,Alluvium_Unconsolidated,1,China
383.3,4.45,0.32,30.65,850.2,0.351,3.18,2.36,26.997786,110.466315,5.78,Alluvium_Unconsolidated,0,China
433.1,7.43,0.468,35.65,959.7,0.233,1.65,1.85,26.612898,112.206312,4.12,Alluvium_Unconsolidated,0,China
431.97,6.49,0.401,33.71,998.0,0.261,1.62,2.32,26.668531,112.13784,4.64,Alluvium_Unconsolidated,0,China
425.68,7.98,0.44,36.95,917.3,0.35,3.16,1.9,27.896182,110.761194,4.24,Alluvium_Unconsolidated,0,China
329.82,6.79,0.205,34.29,1228.7,0.36,1.74,2.03,28.720511,111.371232,5.35,Alluvium_Unconsolidated,0,China
405.37,4.62,0.497,30.84,1193.9,0.205,3.12,2.49,26.527329,109.688114,3.65,Alluvium_Unconsolidated,0,China
420.73,7.74,0.214,36.37,881.9,0.208,2.75,1.59,25.647214,112.382844,3.51,Alluvium_Unconsolidated,0,China
423.12,5.79,0.39,32.48,852.2,0.265,1.68,1.38,26.676336,110.528425,3.65,Alluvium_Unconsolidated,0,China
446.54,3.58,0.486,29.82,1079.6,0.209,2.3,2.5,29.103349,111.052492,5.74,Alluvium_Unconsolidated,0,China
423.29,2.31,0.494,29.13,1143.5,0.302,1.66,1.44,25.317836,111.8879,1.33,Alluvium_Unconsolidated,0,China
322.4,7.39,0.226,35.56,870.5,0.323,2.97,2.49,26.172744,112.421425,3.56,Alluvium_Unconsolidated,0,China
436.94,5.99,0.355,32.82,853.2,0.203,2.65,1.91,29.213209,112.514037,5.41,Alluvium_Unconsolidated,0,China
422.76,7.36,0.479,35.51,962.9,0.358,2.69,1.63,27.8562,112.200256,3.04,Alluvium_Unconsolidated,0,China
445.93,5.43,0.492,31.93,1249.1,0.202,2.06,1.76,26.513434,109.400567,3.41,Alluvium_Unconsolidated,0,China
359.01,2.55,0.429,29.21,1148.4,0.286,1.6,2.49,25.816707,111.878701,5.49,Alluvium_Unconsolidated,0,China
349.58,7.02,0.468,34.77,1236.6,0.304,2.15,2.3,27.108237,109.309438,5.42,Alluvium_Unconsolidated,0,China
323.62,5.95,0.204,32.75,935.0,0.356,1.67,2.17,28.769195,112.893205,4.72,Alluvium_Unconsolidated,1,China
452.94,7.97,0.345,36.93,1181.3,0.282,2.28,2.0,26.706734,109.147198,1.71,Alluvium_Unconsolidated,1,China
360.48,7.59,0.418,36.03,1243.0,0.204,2.28,1.53,28.321133,111.437803,1.72,Alluvium_Unconsolidated,0,China
331.96,4.99,0.202,31.3,850.1,0.36,3.14,2.41,28.727834,112.563112,5.77,Alluvium_Unconsolidated,1,China
461.8,6.68,0.369,34.08,1226.8,0.239,1.62,1.82,25.433983,111.688782,1.51,Alluvium_Unconsolidated,0,China
416.42,7.99,0.5,36.96,1060.0,0.359,2.77,1.38,27.802365,109.939051,4.91,Alluvium_Unconsolidated,0,China
395.92,2.46,0.224,29.17,857.9,0.219,3.2,1.77,28.175169,112.667705,3.19,Alluvium_Unconsolidated,0,China
422.22,6.81,0.2,34.34,986.3,0.272,3.14,1.3,29.381494,110.894888,4.61,Alluvium_Unconsolidated,1,China
327.17,3.6,0.2,29.83,889.5,0.359,3.16,1.69,28.749288,110.266223,4.4,Alluvium_Unconsolidated,0,China
420.09,6.73,0.218,34.17,1141.9,0.21,1.63,2.14,25.652888,109.796531,1.17,Alluvium_Unconsolidated,1,China
375.84,2.94,0.369,29.39,1094.6,0.34,3.15,1.3,27.030308,111.975129,5.8,Alluvium_Unconsolidated,1,China
336.56,6.86,0.459,34.45,1137.0,0.285,3.2,1.34,28.507369,109.805745,5.36,Alluvium_Unconsolidated,1,China
391.27,7.99,0.333,36.97,1249.8,0.2,2.19,1.3,28.262753,111.510125,2.46,Alluvium_Unconsolidated,0,China
320.2,6.2,0.496,33.19,854.6,0.256,3.13,2.1,27.196766,112.502423,1.41,Alluvium_Unconsolidated,1,China
437.21,6.4,0.21,33.55,856.1,0.2,2.68,2.3,25.567221,112.49107,3.0,Alluvium_Unconsolidated,0,China
321.9,4.52,0.451,30.72,1056.1,0.289,1.65,1.73,28.515045,111.013154,5.79,Alluvium_Unconsolidated,0,China
348.67,5.59,0.204,32.16,1207.0,0.356,1.73,1.57,28.768246,111.303773,5.26,Alluvium_Unconsolidated,0,China
393.29,7.94,0.284,36.85,1070.4,0.233,2.74,1.99,25.715472,109.921616,5.07,Alluvium_Unconsolidated,0,China
399.59,7.95,0.374,36.88,896.1,0.313,1.82,2.46,27.662071,112.342906,5.06,Alluvium_Unconsolidated,0,China
436.39,6.35,0.289,33.45,1220.9,0.306,1.62,2.49,28.001942,111.708707,4.65,Alluvium_Unconsolidated,0,China
379.1,2.09,0.393,29.06,1138.8,0.271,1.61,2.5,25.789901,111.8967,4.99,Alluvium_Unconsolidated,0,China
357.34,2.69,0.481,29.27,1222.5,0.221,1.6,1.31,28.380008,109.609027,5.56,Alluvium_Unconsolidated,0,China
459.27,7.89,0.359,36.74,890.7,0.236,2.24,1.66,25.441082,110.695821,3.37,Alluvium_Unconsolidated,0,China
421.91,6.66,0.495,34.05,991.8,0.235,1.73,2.46,29.032963,110.904441,5.31,Alluvium_Unconsolidated,0,China
429.29,8.0,0.475,37.0,1053.3,0.229,1.65,2.34,26.604493,109.950292,0.95,Alluvium_Unconsolidated,1,China
415.09,2.74,0.212,29.29,1099.2,0.339,1.72,2.44,26.821071,111.085752,5.2,Alluvium_Unconsolidated,0,China
408.61,4.92,0.48,31.22,911.9,0.2,3.19,2.49,26.494136,112.843269,4.92,Alluvium_Unconsolidated,0,China
413.79,7.93,0.201,36.84,1248.8,0.349,3.2,1.8,26.851789,111.490605,2.25,Alluvium_Unconsolidated,0,China
378.15,7.89,0.399,36.73,1170.5,0.202,2.42,2.21,28.307385,109.124124,5.8,Alluvium_Unconsolidated,0,China
411.16,4.26,0.201,30.45,1200.1,0.349,2.02,1.32,26.850945,109.672888,4.88,Alluvium_Unconsolidated,0,China
434.88,7.32,0.22,35.42,964.8,0.334,3.06,1.81,26.808431,110.856217,2.83,Alluvium_Unconsolidated,1,China
337.5,5.4,0.489,31.88,850.8,0.247,1.68,2.33,27.213775,110.509204,4.86,Alluvium_Unconsolidated,0,China
400.29,7.15,0.203,35.05,974.5,0.204,1.61,1.9,25.624282,112.968319,1.79,Alluvium_Unconsolidated,0,China
384.69,7.9,0.382,36.75,928.8,0.293,3.13,1.46,28.923945,112.267081,5.76,Alluvium_Unconsolidated,1,China
415.2,3.02,0.499,29.44,881.6,0.229,2.65,1.71,29.046851,112.76369,5.41,Alluvium_Unconsolidated,0,China
343.92,6.25,0.496,33.27,943.1,0.345,1.62,2.25,25.941089,110.143725,5.76,Alluvium_Unconsolidated,0,China
437.42,7.88,0.478,36.7,1210.6,0.287,2.57,2.49,25.344301,109.219376,5.13,Alluvium_Unconsolidated,0,China
315.05,7.11,0.225,34.96,972.7,0.323,3.06,2.09,26.173352,110.08797,5.5,Alluvium_Unconsolidated,0,China
319.12,2.74,0.369,29.29,878.1,0.206,1.87,1.32,27.318927,110.300347,5.77,Alluvium_Unconsolidated,0,China
382.6,6.61,0.355,33.94,1241.9,0.257,2.79,1.43,25.764257,109.337115,1.52,Alluvium_Unconsolidated,1,China
416.09,5.17,0.491,31.55,917.0,0.332,2.04,1.44,25.255879,112.854744,3.54,Alluvium_Unconsolidated,0,China
401.41,6.99,0.478,34.71,979.2,0.2,1.61,2.24,26.491813,110.882359,5.71,Alluvium_Unconsolidated,0,China
342.36,1.68,0.494,29.01,866.8,0.23,1.6,1.31,28.402168,112.711466,5.46,Alluvium_Unconsolidated,0,China
430.19,5.58,0.201,32.15,1206.8,0.262,3.0,1.63,29.363935,111.749694,2.15,Alluvium_Unconsolidated,1,China
368.8,6.27,0.22,33.32,855.1,0.349,3.2,1.94,28.797953,112.498364,5.59,Alluvium_Unconsolidated,0,China
370.83,5.67,0.271,32.29,851.7,0.274,2.81,1.39,27.590439,110.522526,5.76,Alluvium_Unconsolidated,0,China
326.33,7.97,0.211,36.92,1065.0,0.21,2.9,2.49,27.449736,109.930738,1.06,Alluvium_Unconsolidated,0,China
351.67,6.17,0.471,33.13,1008.5,0.217,2.77,2.14,28.367857,110.933295,5.72,Alluvium_Unconsolidated,0,China
372.84,7.49,0.269,35.79,1109.0,0.239,3.09,1.47,26.332189,109.855986,5.6,Alluvium_Unconsolidated,0,China
398.68,6.06,0.484,32.93,853.6,0.351,1.6,2.02,27.757058,110.542645,5.55,Alluvium_Unconsolidated,0,China
336.72,4.22,0.245,30.4,1249.5,0.202,1.62,1.47,27.409306,109.455057,4.61,Alluvium_Unconsolidated,0,China
436.05,3.63,0.28,29.86,852.0,0.216,2.41,2.11,29.265084,110.431775,4.29,Alluvium_Unconsolidated,0,China
437.95,3.53,0.216,29.78,888.5,0.201,2.82,2.22,25.557768,112.78409,1.31,Alluvium_Unconsolidated,0,China
411.3,6.62,0.489,33.96,858.2,0.202,1.72,1.57,26.508487,112.478021,5.57,Alluvium_Unconsolidated,0,China
432.9,6.55,0.212,33.83,995.8,0.265,1.72,2.21,28.077105,110.911429,2.35,Alluvium_Unconsolidated,0,China
437.48,6.45,0.202,33.64,1150.9,0.237,2.38,2.5,28.131972,109.779491,4.23,Alluvium_Unconsolidated,0,China
396.86,8.0,0.228,37.0,1191.8,0.302,3.19,1.98,29.435825,109.171185,1.56,Alluvium_Unconsolidated,1,China
349.23,5.37,0.481,31.84,850.7,0.296,2.87,2.45,27.123588,112.545204,4.36,Alluvium_Unconsolidated,1,China
414.33,8.0,0.46,36.99,1249.9,0.259,3.06,1.39,28.984754,111.516972,5.33,Alluvium_Unconsolidated,1,China
417.65,7.2,0.497,35.16,866.6,0.216,1.64,1.57,29.080867,112.437048,4.34,Alluvium_Unconsolidated,0,China
436.31,2.91,0.213,29.38,1219.8,0.291,1.6,2.0,29.416036,109.617766,5.42,Alluvium_Unconsolidated,1,China
391.39,7.81,0.28,36.54,1013.8,0.357,1.99,1.78,26.969521,110.016383,1.38,Alluvium_Unconsolidated,0,China
328.71,5.98,0.276,32.79,853.1,0.343,1.78,1.75,26.126615,110.53831,5.56,Alluvium_Unconsolidated,0,China
378.68,4.31,0.352,30.5,1183.1,0.304,2.11,2.49,28.903823,111.807417,2.35,Alluvium_Unconsolidated,1,China
